path,current_db_match,match_kind,confidence,chapter_code,chapter_name,command_name,command_code,operation_type,matched_object_prefix,matched_command_count,matched_commands,reason
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.QRxLevMin,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.SsbSubcarrierSpacing,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.TReselectionNR,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXHighP,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXHighQ,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXLowP,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXLowQ,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThresholdRSRQ,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThresholdSINR,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.A3RSRPOffset,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.AutoAdjustEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.AutoRemoveEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.AutoRemoveMaxCell,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.AutoRemovePeriod,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.BiNRCellEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.EUTRANEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.Enable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.InterFeqEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.KPIPeriod,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.MRTriggerType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.MaxHoSuccess,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.MaxHoTimes,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.RSRPReferenceEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.FAPControl.NR.SelfConfig.SONConfigParam.ANR.RSRPThreshold,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.FAP.Ipsec.{i},no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.Services.FAPService.Ipsec.IPSEC_ENABLE,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.FAP.Ipsec.{i}.DPDACTION,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.DPDDELAY,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.ESP_AUTHENTICATION,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.ESP_DH_GROUP,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.ESP_ENCRYPTION,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.FRAGMENTATION,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.IKELIFETIME,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.IKE_AUTHENTICATION,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.IKE_DH_GROUP,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.IKE_ENCRYPTION,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.KEYLIFE,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.LEFTSOURCEIP,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.LEFTSUBNET,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.LEFT_AUTH,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.LEFT_CERT,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.LEFT_IDENTIFIER,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.LEFT_INTERFACE,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.LEFT_SUBNET,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.REKEYMARGIN,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.RIGHT_AUTH,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.RIGHT_IDENTIFIER,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.RIGHT_SUBNET,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.SECRET_KEY,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.STATUS,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_CONFIG_LEFTIP,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_ENABLE,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_FRAGMENTATION,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_GATEWAY,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_LEFT_AUTH,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_LEFT_CERT,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_NAME,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_RIGHT_AUTH,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.TUNNEL_SECRET_KEY,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
Device.FAP.Ipsec.{i}.USED_SOURCE_IP,no,no_current_db_command_node,no,,,,,,,0,,当前 mml_command_groups 只有 18 个章节，且 198 个命令节点均未覆盖该 path 的 exact 或对象前缀
